country code,asciiname,feature class,population,elevation
CH,Ritterhaus,P,12,
CH,Neuacker,P,12,
CH,Buerg,P,23,
CH,Oberboesch,P,13,
CH,Vorder-Dienstbach,P,15,
CH,Unterboesch,P,7,
CH,Engelberg,P,9,
CH,Homberg,P,4,
CH,Schlossberg,P,3,
CH,Hinter-Dienstbach,P,3,
CH,Schwarz,P,33,
CH,Buehl,P,5,
CH,Wolfhausen / Wolfhausen (Dorfkern),P,444,
CH,Wolfhausen / Ober-Wolfhausen,P,391,
CH,Wolfhausen / Buehlhof,P,346,
CH,Wolfhausen / Neugut,P,94,
CH,Wolfhausen / Sonnenberg,P,128,
CH,Wolfhausen / Ober-Rennweg,P,46,
CH,Wolfhausen / Braendliacker,P,103,
CH,Wolfhausen / Schachen,P,220,
CH,Wolfhausen / Geissberg,P,31,
CH,Wolfhausen / Hueebeli,P,164,
CH,Wolfhausen / Heerschaeren,P,268,
CH,Wolfhausen / Blumenberg,P,167,
CH,Huesli,P,17,
CH,Kaemmoos,P,14,
CH,Widenswil,P,29,
CH,Zell,P,14,
CH,Lochrueti,P,21,
CH,Grundtal,P,7,
CH,Barenberg,P,43,
CH,Sonnental,P,40,
CH,Unter-Rennweg,P,14,
CH,Berlikon,P,43,
CH,Neuhaus (bei Wolfhausen),P,13,
CH,Rueeggshausen,P,21,
CH,Vorder-Rueteli,P,7,
CH,Tann / Tann (Dorfkern),P,2080,
CH,Tann / Hinter-Guldistud,P,304,
CH,Tann / Nauen (suedl. Teil),P,486,
CH,Tann / Brunnenbuehl,P,164,
CH,Rotenstein (suedoestl. Teil),P,6,
CH,Tammel,P,9,
CH,Sennweid,P,4,
CH,Edikon,P,33,
CH,Ober-Edikon,P,5,
CH,Rosenau,P,14,
CH,Kammern,P,6,
CH,Felsenhof,P,10,
CH,Schlieren,P,9,
CH,Ghangetwies,P,9,
CH,Ornberg,P,8,
CH,Hasenstrickrain,P,16,
CH,Tumlen,P,3,
CH,Rothaus,P,82,
CH,Zihl,P,7,
CH,Rebschacker (oestl. Teil),P,12,
CH,Landetspiel,P,5,
CH,Oberduernten,P,534,
CH,Leebern,P,13,
CH,Langacker,P,24,
CH,Bodmen,P,14,
CH,Mannenrain,P,11,
CH,Breitenmatt,P,650,
CH,Hubacker,P,7,
CH,Hueslen,P,5,
CH,Obere Looren,P,15,
CH,Untere Looren,P,8,
CH,Lettenmoos,P,42,
CH,Aarain,P,14,
CH,Wurstbrunnen,P,9,
CH,Ettenbohl,P,21,
CH,Garwied,P,39,
CH,Binzberg,P,14,
CH,Vorder-Pilgersteg,P,12,
CH,Frohberg,P,6,
CH,Toebeli,P,31,
CH,Tannaegerten,P,12,
CH,Winterhalden,P,14,
CH,Greinsberg,P,2,
CH,Tannertobel,P,68,
CH,Oberberg,P,10,
CH,Tanzplatz,P,3,
CH,Hinterhoernli,P,9,
CH,Althoernli,P,2,
CH,Oberrohr,P,3,
CH,Rohr,P,11,
CH,Lenzen,P,68,
CH,Ennerlenzen,P,4,
CH,Orflen,P,12,
CH,Aeschacker,P,11,
CH,Aesch,P,128,
CH,Roswisli,P,5,
CH,Chlital,P,5,
CH,Fuchsloch,P,4,
CH,Waldberg,P,11,
CH,Ruetiwis,P,11,
CH,Boden,P,135,
CH,Schmittenbach,P,117,
CH,Hinterlanzenmoos,P,9,
CH,Neuschwaendi,P,68,
CH,Eggli,P,3,
CH,Altschwaendi,P,8,
CH,Schwarzengrund,P,3,
CH,Bruetten,P,8,
CH,Feuerschwand,P,4,
CH,Uerchen,P,4,
CH,Oberreinsberg,P,10,
CH,Neuhaus,P,6,
CH,Bodmen,P,51,
CH,Ohrueti,P,12,
CH,Strick,P,6,
CH,Leutobel,P,2,
CH,Muehlebach,P,98,
CH,Wuerz,P,10,
CH,Widenreiti,P,3,
CH,Huesli,P,41,
CH,Tannen,P,11,
CH,Vorder-Strahlegg,P,19,
CH,Fistel,P,84,
CH,Muehle,P,8,
CH,Hinter-Strahlegg,P,14,
CH,Sack,P,2,
CH,Unteraurueti,P,24,
CH,Oberaurueti,P,14,
CH,Loechern,P,2,
CH,Stein,P,12,
CH,Lee,P,10,
CH,Untermoos,P,9,
CH,Geeren,P,27,
CH,Hinterbleichi,P,4,
CH,Grossegg,P,5,
CH,Vorderfuchsloch,P,14,
CH,Oberfuchsloch,P,5,
CH,Ghogg,P,5,
CH,Station,P,12,
CH,Rebacher,P,1,
CH,Hungerbueel,P,186,
CH,Tueweid,P,6,
CH,Maennetsriet,P,77,
CH,Bertschikon,P,534,
CH,Neuhof (bei Bertschikon),P,8,
CH,Freihof,P,13,
CH,Langfuhr,P,24,
CH,Benklen,P,4,
CH,Weid (bei Gossau),P,5,
CH,Frohe Aussicht,P,8,
CH,Chrummacker,P,5,
CH,Rinderbrunnen,P,249,
CH,Prampel,P,7,
CH,Gruet,P,1565,
CH,Boenler,P,153,
CH,Allenwinden,P,20,
CH,Hundsrueggen,P,18,
CH,Hinter-Goldacher,P,2,
CH,Schwobshof,P,14,
CH,Au,P,14,
CH,Leihalden,P,3,
CH,Strick,P,63,
CH,Hasenacher,P,21,
CH,Brueschweid,P,37,
CH,Nasswis,P,5,
CH,Zil,P,14,
CH,Hellberg,P,94,
CH,Leerueti,P,34,
CH,Jungholz,P,9,
CH,Taegernau,P,27,
CH,Schoenau,P,14,
CH,Chindismueli,P,47,
CH,Wiberg,P,3,
CH,Hartmis,P,6,
CH,Unter-Ottikon,P,251,
CH,Ober-Ottikon,P,204,
CH,Silberberg,P,4,
CH,Felsen,P,13,
CH,Puent,P,12,
CH,Brueschaegerten,P,25,
CH,Rifacher,P,7,
CH,Hanfgarten,P,23,
CH,Sibleten,P,10,
CH,Ermisriet,P,10,
CH,Herschmettlen,P,202,
CH,Fuchsrueti,P,23,
CH,Hinter-Fuchsrueti,P,11,
CH,Vorder-Goldacher,P,5,
CH,Grueningen (Stedtli),P,185,
CH,Binzikon,P,1854,
CH,Baechelsrueti,P,40,
CH,Niggenberg,P,17,
CH,Bueel,P,46,
CH,Oberhof,P,6,
CH,Trottacher,P,10,
CH,Langmatt,P,15,
CH,Lindist,P,11,
CH,Schoren,P,8,
CH,Naesplen,P,16,
CH,Buechholz,P,20,
CH,Auf der Bueechlen,P,4,
CH,Traenkibach,P,12,
CH,Talacher-Haufland,P,214,
CH,Buerglen,P,105,
CH,Rebacher,P,10,
CH,Itzikon,P,258,
CH,Brugglen,P,2,
CH,Rietli,P,10,
CH,Holzhusen,P,20,
CH,Heispel,P,11,
CH,Heggen,P,13,
CH,Spilhalden,P,5,
CH,Adletshausen,P,43,
CH,Reipen,P,13,
CH,Neuweid,P,9,
CH,Bossikon,P,73,
CH,Unter-Erlosen,P,42,
CH,Schulhaus Erlosen,P,9,
CH,Stocken,P,30,
CH,Wiesental (bei Bossikon),P,24,
CH,Ober-Erlosen,P,52,
CH,Kreuzplatz,P,28,
CH,Boden (bei Ringwil),P,56,
CH,Chopfholz,P,16,
CH,Tueelen,P,3,
CH,Ringwil,P,200,
CH,Nuebruch,P,8,
CH,Balzenbueel,P,1,
CH,Ehretstock,P,11,
CH,Hinter-Triemen,P,14,
CH,Triemen,P,7,
CH,Ober-Bernegg,P,11,
CH,Vorder-Bernegg,P,19,
CH,Girriet,P,6,
CH,Boden (bei Girenbad),P,11,
CH,Bodenacker,P,4,
CH,Schaugen,P,14,
CH,Langmatt,P,26,
CH,Chilchriet,P,4,
CH,Allmen,P,13,
CH,Schufelberg,P,16,
CH,Niderhus,P,6,
CH,Affeltrangen,P,12,
CH,Betzholz,P,40,
CH,Rotenstein (nordwestl. Teil),P,42,
CH,Oberhof,P,25,
CH,Huessenbueel,P,137,
CH,Breitacker,P,28,
CH,Loch,P,32,
CH,Friedheim,P,6,
CH,Blatten,P,25,
CH,Hueb,P,10,
CH,Hadlikon,P,1321,
CH,Hadlikerrain,P,18,
CH,Obere Birch,P,7,
CH,Chatzentobel,P,6,
CH,Sack,P,22,
CH,Looren (bei Wernetshausen),P,10,
CH,Stampf,P,10,
CH,Neubrunnen,P,22,
CH,Wissenbach,P,11,
CH,Spiegelberg,P,5,
CH,Moos (bei Wernetshausen),P,4,
CH,Schwaendi,P,15,
CH,Gammetswil,P,5,
CH,Ober-Orn,P,23,
CH,Nieder-Orn,P,8,
CH,Breitlen,P,2,
CH,Schulhaus Unterbach,P,7,
CH,Sagen,P,8,
CH,Unterhus,P,17,
CH,Rueti / Westlicher Dorfteil,P,3083,
CH,"Rueti / Dorfzentrum, Suedl. Teil",P,3618,
CH,Rueti / Oberdorf,P,2875,
CH,Pilgersteg,P,5,
CH,Pilgerhof,P,552,
CH,Gmeindrueti,P,10,
CH,Neu-York,P,7,
CH,Unter-Faegswil,P,221,
CH,Ober-Faegswil,P,48,
CH,Oberwies,P,14,
CH,Ober-Moos,P,27,
CH,Matten,P,5,
CH,Unter-Moos,P,31,
CH,Huellistein,P,27,
CH,Weid,P,7,
CH,Hofacher,P,34,
CH,Waldau,P,16,
CH,Ottenhausen,P,74,
CH,Wagenburg,P,44,
CH,Unter-Aathal,P,144,
CH,Etstel,P,19,
CH,Steinberg,P,14,
CH,Ober-Aathal,P,70,
CH,Grossweid,P,314,
CH,Villa RA,P,29,
CH,Sack,P,119,
CH,Robaenkli,P,149,
CH,Aretshalden,P,61,
CH,Amslen,P,8,
CH,Oberbueel,P,16,
CH,Bueel,P,31,
CH,Riet,P,79,
CH,Neutal,P,46,
CH,Breiten,P,10,
CH,Hinter-Aatal,P,20,
CH,Raad,P,48,
CH,Huebhansen,P,9,
CH,Ober-Raad,P,3,
CH,Beizi,P,10,
CH,Eggschwaendi,P,4,
CH,Steinchramen,P,6,
CH,Loch,P,11,
CH,Hinter Sennenberg,P,13,
CH,Vorder Sennenberg,P,21,
CH,Gass (bei Bueel),P,15,
CH,Hueb,P,49,
CH,Uf Rueti,P,12,
CH,Aatal,P,30,
CH,Muelrueti,P,6,
CH,Jonatal,P,96,
CH,Grosswis,P,10,
CH,Haltbergholz,P,12,
CH,Hischwil,P,30,
CH,Hinter Erli,P,11,
CH,Vorder Erli,P,16,
CH,Faelmis,P,13,
CH,Gheist,P,7,
CH,Unterbach,P,16,
CH,Unterhueb,P,30,
CH,Dieterswil,P,29,
CH,Hirschlen,P,6,
CH,Badstock,P,15,
CH,Rietwis,P,30,
CH,Unter Haltberg,P,27,
CH,Ober Haltberg,P,11,
CH,Lueget,P,6,
CH,Hueebli,P,27,
CH,Oh,P,28,
CH,Tuefi,P,3,
CH,Niederholz,P,18,
CH,Steinweid,P,5,
CH,Steingass,P,2,
CH,Bodenmueli,P,18,
CH,Forhalden,P,10,
CH,Rickenbach,P,8,
CH,Blattenbach,P,26,
CH,Grund,P,8,
CH,Stockenmatt,P,7,
CH,Taennler,P,8,
CH,Ferch,P,168,
CH,Ober-Feld,P,32,
CH,Binzholz,P,310,
CH,Feisterbach,P,8,
CH,Ferchacher,P,61,
CH,Sack (Buergerasyl),P,65,
CH,Brueglen,P,132,
CH,Elba,P,18,
CH,Hoemel,P,305,
CH,Vorderwald,P,21,
CH,Heferen,P,155,
CH,Silmatt,P,5,
CH,Chilacher,P,4,
CH,Hittenberg,P,48,
CH,Lauf,P,5,
CH,Faltigberg,P,95,
CH,Chrinnen,P,12,
CH,Grundtal,P,10,
CH,Tonacher,P,18,
CH,Felsenkeller,P,151,
CH,Nueholz,P,4,
CH,Hinternord,P,440,
CH,Steigweg,P,1,
CH,Brugglen,P,94,
CH,Dreilinden,P,95,
CH,Neuhus,P,339,
CH,Stigweid,P,40,
CH,Steig,P,7,
CH,Rotwasser,P,6,
CH,Hofacher,P,16,
CH,Ober-Laupen,P,86,
CH,Nahren,P,17,
CH,Huebwis,P,151,
CH,Ober-Morgen,P,3,
CH,Bebikon,P,15,
CH,Diezikon,P,17,
CH,Toebeli,P,7,
CH,Diezikon,P,74,
CH,Hubacher,P,24,
CH,Strickel,P,9,
CH,Dachsegg,P,12,
CH,Mettlen (bei Guentisberg),P,34,
CH,Guentisberg,P,41,
CH,Tannenboden,P,3,
CH,Hiltisberg,P,30,
CH,Chefi,P,31,
CH,Laupen,P,574,
CH,Ziegelhuette,P,3,
CH,Wili,P,10,
CH,Winkel,P,62,
CH,Baer,P,9,
CH,Altweid,P,6,
CH,Au,P,55,
CH,Brand,P,58,
CH,Rigi,P,36,
CH,Stampf,P,13,
CH,Boden,P,8,
CH,Hinderwald,P,6,
CH,Wetzikon / Robenhausen,P,2213,
CH,Wetzikon / Kempten,P,4377,
CH,Summerau,P,197,
CH,Sporrweggli,P,8,
CH,Leisihalden,P,294,
CH,Burg,P,26,
CH,Eichholz,P,12,
CH,Burgweid,P,6,
CH,Mueli,P,60,
CH,Oberkempten,P,900,
CH,Harlachen,P,54,
CH,Emmetschloo,P,144,
CH,Cherschiben,P,8,
CH,Linggenberg,P,46,
CH,Robank,P,65,
CH,Flos,P,29,
CH,Zil,P,76,
CH,Nuebruch,P,60,
CH,Grossenstein,P,6,
CH,Saenggelen,P,3,
CH,Neugrund,P,9,
CH,Medikon,P,315,
CH,Froberg,P,105,
CH,Sandbueel,P,272,
CH,Roetel,P,100,
CH,Pfruendweid,P,119,
CH,Moos,P,26,
CH,Ettenhausen,P,200,
CH,Hochrueti,P,10,
CH,Ober-Emmetschloo,P,4,
CH,Morgen,P,492,
CH,Tannenrain,P,131,
CH,Allenberg,P,4,
CH,Husbueel,P,3,
CH,Haennen,P,19,
CH,Schwaendi,P,5,
CH,Baechelacher,P,8,
CH,Neuwis,P,13,
CH,Widum,P,705,
CH,Mueliwisen,P,169,
CH,Adliswil / Adliswil (Stadtkern),P,2538,
CH,Adliswil / Oberleimbach,P,1411,
CH,Adliswil / Sood,P,1494,
CH,Adliswil / Huendli-Zopf,P,1553,
CH,Adliswil / Lebern,P,749,
CH,Adliswil / Sonnenberg,P,1283,
CH,Adliswil / Tal,P,1125,
CH,Adliswil / Wacht,P,946,
CH,Adliswil / Rueti,P,399,
CH,Adliswil / Wanneten,P,896,
CH,Adliswil / Wil,P,89,
CH,Adliswil / Buechel,P,855,
CH,Adliswil / Sihlau,P,526,
CH,Adliswil / Buttenau,P,781,
CH,Tuefi,P,13,
CH,Gruet,P,62,
CH,Sunnau,P,5,
CH,Moos,P,65,
CH,Vorder-Stieg,P,8,
CH,Landolt,P,5,
CH,Hermen,P,2,
CH,Voegeli,P,9,
CH,Adliswil / Sihlhof,P,585,
CH,Weier,P,5,
CH,Hirzel,P,322,
CH,Simismoos,P,7,
CH,Zimmerberg,P,39,
CH,Widenbach,P,16,
CH,Harueti,P,23,
CH,Neuhus,P,9,
CH,Widenhuesli,P,11,
CH,Alter Hirschen,P,8,
CH,Strickler,P,18,
CH,Oberi Chaseren,P,6,
CH,Vorderi Chaseren,P,4,
CH,Wolfisbueel,P,10,
CH,Oberes Duerenmoos,P,6,
CH,Hoechi,P,19,
CH,Duerenmoos,P,24,
CH,An der Strass,P,6,
CH,Muesegg,P,7,
CH,Rueebgarten,P,6,
CH,Tobelmueli,P,5,
CH,Moosacher,P,10,
CH,Unteri Siten,P,20,
CH,Faenser,P,18,
CH,Kirchrain,P,191,
CH,Vorderi Siten,P,245,
CH,Geeristeg,P,11,
CH,Sihlbrugg (nordoestl. Teil),P,25,
CH,Vorderi Hoechi,P,51,
CH,Chalbisau,P,20,
CH,Chlus,P,2,
CH,Brestenegg,P,11,
CH,Heerenrainli,P,31,
CH,Rennweg,P,16,
CH,Naegelihus,P,8,
CH,Chelen,P,13,
CH,Braemenhalden,P,24,
CH,Cholgrueb,P,7,
CH,Bruederhus,P,7,
CH,Oberi Chelen,P,8,
CH,Gschaettli,P,12,
CH,Schiffli,P,17,
CH,Feldstrasse,P,17,
CH,Spitzenmatte,P,231,
CH,Chronerain,P,52,
CH,Boden,P,12,
CH,Spruemueli,P,12,
CH,Spitzenrain,P,5,
CH,Baechenmoos,P,27,
CH,Sihlmatt,P,15,
CH,Vorder Baechenmoos,P,46,
CH,Horgen / Horgen (Dorfkern),P,6140,
CH,Horgen / Kaepfnach,P,810,
CH,Horgen / Allmend,P,3809,
CH,Horgen / Scheller-Stockerstrasse,P,2690,
CH,Horgen / Oberdorf,P,2524,483.0
CH,Werkplatz Sihlwald,P,21,
CH,Sihlwald,P,5,
CH,Forsthaus Sihlwald,P,5,
CH,Sihlboden,P,8,
CH,Vorderes Maurenmoos,P,6,
CH,Oberhof,P,32,
CH,Moorschwand,P,68,
CH,Bueel,P,14,
CH,Tableten,P,11,
CH,Muerg,P,6,
CH,Stockacker,P,6,
CH,Wuehrenbach,P,54,
CH,Fischenrueti,P,4,
CH,Sihlbrugg (Station),P,12,
CH,Unterhaus,P,23,
CH,Eschtuerli,P,6,
CH,Bruppacher,P,12,
CH,Huesliweber,P,6,
CH,Naef,P,6,
CH,Hinter-Klausen,P,18,
CH,Vorder-Klausen,P,48,
CH,Bocken,P,24,
CH,Schlitten,P,12,
CH,Kniebreche,P,7,
CH,Gwandlen,P,1,
CH,Baetpur,P,109,
CH,Risi,P,29,
CH,Katzenholz,P,3,
CH,Neumatt,P,17,
CH,Neuhof,P,6,
CH,Gottshalden,P,11,
CH,Sonnau,P,2,
CH,Laengeberg,P,10,
CH,Waid,P,12,
CH,Hintere Rietwies,P,27,
CH,Mittlere Rietwies,P,16,
CH,AEussere Rietwies,P,10,
CH,Arn,P,326,
CH,Unterer Widenbach,P,6,
CH,Obere Hinterrueti,P,12,
CH,Untere Hanegg,P,20,
CH,Obere Hanegg,P,7,
CH,Waldhof,P,13,
CH,Waldegg,P,11,
CH,Pappelweg,P,10,
CH,Huetten,P,451,
CH,Segel,P,35,
CH,Obere Hengerten,P,12,
CH,Untere Laubegg,P,9,
CH,Obere Laubegg,P,13,
CH,Boeschen,P,9,
CH,Moos,P,9,
CH,Frohe Aussicht,P,7,
CH,Bergli,P,5,
CH,Finsterseehalden,P,14,
CH,Knaeus,P,15,
CH,Freihof,P,15,
CH,Hinter-Langmoos,P,18,
CH,Vorder-Langmoos,P,28,
CH,Saege,P,2,
CH,Boden,P,9,
CH,Sihlau,P,7,
CH,Schmitten,P,10,
CH,Unter Oerischwand,P,18,
CH,Hinter-Schoenau,P,12,
CH,Hinter-Mistlibuehl,P,4,
CH,Gschwendboden,P,12,
CH,Ober Oerischwand,P,6,
CH,Kilchberg / Schooren,P,475,
CH,Kilchberg / Unterer Moenchhof,P,273,
CH,Kilchberg / Hornhalden,P,709,
CH,Kilchberg / Baechler-Stocken,P,1147,
CH,Kilchberg / Oberer Moenchhof,P,259,
CH,Kilchberg / Bendlikon,P,552,
CH,Kilchberg / Kilchberg (Dorfkern),P,2244,
CH,Kilchberg / Schwanden,P,852,
CH,Laetten,P,171,
CH,Sanitas,P,131,
CH,Broelberg,P,41,
CH,Ghei,P,27,
CH,Baenklen,P,196,
CH,Hohenrain,P,23,
CH,Waldi,P,60,
CH,Langnau / Gontenbach (suedl. Teil),P,480,
CH,Langnau / Vitaquartier,P,1161,
CH,Rinderweid,P,10,
CH,Unter-Albis,P,63,
CH,Muehlehalde,P,1220,
CH,Langnau / Hehl,P,154,
CH,Striempel,P,104,
CH,Langnau / Unter-Rengg,P,104,
CH,Langnau / Jeger,P,243,
CH,Langnau / Rebacher,P,96,
CH,Kniebreche,P,10,
CH,Hinter-Albis,P,21,
CH,Weid,P,31,
CH,Ober-Albis,P,61,
CH,Ober-Rengg,P,45,
CH,Tobel,P,9,
CH,Vorder-Risleten,P,9,
CH,Mittelalbis,P,10,
CH,Risi,P,15,
CH,Oberrieden / Mitte,P,1807,
CH,Oberrieden / Berg,P,1961,
CH,Richterswil / Dorfkern,P,1216,
CH,Richterswil / Richterswil (Dorfkern),P,3292,
CH,Richterswil / Burghalde,P,1137,
CH,Richterswil / Langacher,P,472,
CH,Richterswil / Zweischuerli,P,385,
CH,Richterswil / Leemann,P,292,
CH,Richterswil / Chrummbaechli,P,114,
CH,Richterswil / Bachtel,P,195,
CH,Schoenau,P,32,
CH,Muelenen,P,49,
CH,Untermatt,P,11,
CH,Unter-Schwanden,P,331,
CH,Obermatt,P,18,
CH,Mittler-Schwanden,P,143,
CH,Neuhus,P,13,
CH,Ober-Schwanden,P,33,
CH,Schoenrain,P,9,
CH,Frohberg,P,108,
CH,Neuhusrain,P,7,
CH,Moos,P,9,
CH,Geisser,P,7,
CH,Weid,P,17,
CH,Grueenfeld,P,284,
CH,Vorder-Egg,P,27,
CH,Rees,P,26,
CH,Gerlisberg,P,9,
CH,Obstgarten,P,60,
CH,Sagen,P,100,
CH,Sternen,P,7,
CH,Huegsam,P,376,
CH,Haslen,P,47,
CH,Duersenen,P,78,
CH,Ober-Schuerli,P,5,
CH,Am Bach,P,14,
CH,Holz,P,10,
CH,Haslenzopf,P,416,
CH,Langrain,P,7,
CH,Seeben,P,8,
CH,Faelmis,P,65,
CH,Mittler-Weberrueti,P,7,
CH,Seeli,P,30,
CH,Bellen,P,21,
CH,Spitzrain,P,8,
CH,Neuhof,P,13,
CH,Rueschlikon / Unterdorf,P,413,
CH,Rueschlikon / Schoenen,P,335,
CH,Rueschlikon / Lindengut,P,381,
CH,Rueschlikon / Boendler,P,104,
CH,Rueschlikon / Reithalle-Pilgerweg,P,123,
CH,Rueschlikon / Tracht,P,123,
CH,Rueschlikon / Gerimoos,P,151,
CH,Rueschlikon / Oberdorf,P,205,
CH,Rueschlikon / Alemannenweg,P,117,
CH,Rueschlikon / Feldimoos,P,29,
CH,Rueschlikon / Burain,P,130,
CH,Rueschlikon / Suntenwiese,P,184,
CH,Rueschlikon / Suntenau,P,80,
CH,Rueschlikon / Loo,P,244,
CH,Rueschlikon / Weingarten,P,103,
CH,Rueschlikon / Loorain,P,169,
CH,Rueschlikon / Nidelbad,P,168,
CH,Rueschlikon / Belvoir,P,70,
CH,Rueschlikon / Alte Landstrasse,P,546,
CH,Rueschlikon / Roerli,P,222,
CH,Rueschlikon / Moos,P,86,
CH,Rueschlikon / Unterer Marbach,P,304,
CH,Rueschlikon / Oberer Marbach,P,273,
CH,Rueschlikon / Seewadel,P,41,
CH,Rueschlikon / Merisbrunnen,P,10,
CH,Rueschlikon / Ruehrets,P,42,
CH,Vorder Laengimoos,P,9,
CH,Rechberg,P,20,
CH,Unter-Mittelberg,P,15,
CH,Nussbaeumen,P,14,
CH,Muesli,P,25,
CH,Hintere Stollen,P,30,
CH,Bubenwies,P,19,
CH,Mittelberg,P,15,
CH,Tannenhof,P,5,
CH,Tanne,P,47,
CH,Untere Tanne,P,12,
CH,Erniweg,P,9,
CH,Aesch,P,15,
CH,Stollen,P,45,
CH,Fernegg,P,160,
CH,Taeglischuer,P,17,
CH,Zweierhof,P,65,
CH,Gehrensteg,P,6,
CH,Muehlestalden,P,38,
CH,Hintere Egg,P,8,
CH,Egg,P,27,
CH,Suhner,P,10,
CH,Neubad,P,29,
CH,Sonnenrain,P,9,
CH,Sonnenblick,P,52,
CH,Palmisacker,P,96,
CH,Humbel,P,47,
CH,Matte,P,66,
CH,Kuelpen,P,22,
CH,Rotenblatt,P,11,
CH,Haldenmattli,P,9,
CH,Saege,P,32,
CH,Mittlere Langwies,P,27,
CH,Gisihegi,P,17,
CH,Ober-Neugut,P,6,
CH,Buchen,P,13,
CH,Unter-Wolfbuehl,P,9,
CH,Ober-Rotenblatt,P,8,
CH,Rain,P,14,
CH,Am Rain,P,9,
CH,Gschwend,P,17,
CH,Neuhof,P,2,
CH,Mittler-Wolfbuehl,P,10,
CH,Schanz,P,8,
CH,Festig,P,7,
CH,Wald,P,7,
CH,Haslaub,P,40,
CH,Thalwil / Dorfkern,P,6829,
CH,Thalwil / Berg,P,1568,
CH,Thalwil / Nord,P,1751,
CH,Thalwil / Sued,P,1255,
CH,Chalchofen,P,2,
CH,Sihlhalde,P,11,
CH,Boden,P,5,
CH,Gattikon,P,2142,
CH,Unterwerk,P,16,
CH,Hohlgass,P,142,
CH,Waedenswil / Dorf (Waedenswil),P,2556,
CH,Au / Unter-Dorf,P,1249,
CH,Au / Mittel-Dorf,P,2562,
CH,Au / Ober-Ort/Gwad,P,979,
CH,Au / Hinter-Rueti,P,54,
CH,Waedenswil / Hangenmoos,P,1407,
CH,Waedenswil / Bueelen,P,2710,
CH,Waedenswil / Untermosen-Fuhr,P,1976,
CH,Waedenswil / Leihof-Muehlebach,P,1830,
CH,Waedenswil / Eichweid,P,1252,
CH,Waedenswil / Boller-Giessen,P,1538,
CH,Halbinsel Au,P,14,
CH,Brunnenacher,P,8,
CH,Allenwinden,P,20,
CH,Hegimoos,P,12,
CH,Mittler-Rueti,P,5,
CH,Vorder-Rueti,P,10,
CH,Strasshus,P,24,
CH,Luggenbueel,P,12,
CH,Unter-Chalchtaren,P,8,
CH,Burstel,P,10,
CH,Stocken,P,16,
CH,Unter-Oedischwaend,P,6,
CH,Bachgaden,P,29,
CH,Chotten,P,9,
CH,Ober-Oedischwaend,P,13,
CH,Neuhof,P,10,
CH,Furthof,P,13,
CH,Sennhus,P,30,
CH,Aahalden,P,9,
CH,Waggital,P,26,
CH,Widen,P,8,
CH,Herrlisberg,P,77,
CH,Ober-Schluchtal,P,26,
CH,Ober-Gisenrueti,P,18,
CH,Langrueti,P,28,
CH,Waendel,P,17,
CH,Unter-Feld,P,17,
CH,Zollingerhueser,P,21,
CH,Felsen,P,35,
CH,Eichmueli,P,27,
CH,Buechhof,P,10,
CH,Unter-Gisenrueti,P,32,
CH,Grindel,P,11,
CH,Weienschuer,P,8,
CH,Neuguet,P,8,
CH,Steinweid,P,6,
CH,Mosli,P,10,
CH,Unter-Himmeri,P,10,
CH,Ober-Himmeri,P,20,
CH,Beichlen,P,24,
CH,Niedersaum,P,17,
CH,Erni,P,8,
CH,Sunft,P,10,
CH,Bruesch,P,2,
CH,Vordere Au,P,12,
CH,Hinter Mugern,P,12,
CH,Vorder Mugern,P,14,
CH,Erlenbach / rechts des Dorfbachs unterhalb Bahnlinie,P,611,
CH,Erlenbach / rechts des Dorfbachs oberhalb Bahnlinie,P,1470,
CH,Erlenbach / links des Dorfbachs unterhalb Bahnlinie,P,729,
CH,Erlenbach / links des Dorfbachs oberhalb Bahnlinie,P,1709,
CH,Kittenmuehle,P,4,
CH,Sennhof,P,8,
CH,Biswind,P,11,
CH,Ob dem Hof,P,22,
CH,Hof,P,10,
CH,Wetzwil (Kirche),P,6,
CH,Ruetibuehl,P,31,
CH,Busenharder,P,5,
CH,Wetzwil,P,132,
CH,Zelg,P,6,
CH,Ruetihof,P,24,
CH,Froeschguellen,P,9,
CH,Muehlacher,P,2,
CH,Gugen,P,2,
CH,Schmitteneich,P,5,
CH,Hasenacher,P,10,
CH,Felsengrund,P,10,
CH,Hombrechtikon / Doerfli,P,363,
CH,Hombrechtikon / Breitlen,P,312,
CH,Hombrechtikon / Bei der Kirche,P,121,
CH,Hombrechtikon / Zelgli,P,351,
CH,Hombrechtikon / Zentrum,P,443,
CH,Hombrechtikon / Bochslen,P,704,
CH,Hombrechtikon / Chramen,P,147,
CH,Hombrechtikon / Eichberg,P,571,
CH,Hombrechtikon / Tobel,P,897,
CH,Frauwis,P,9,
CH,Daendlikon,P,29,
CH,Neuguet,P,6,
CH,Herrgass,P,26,
CH,Hueb,P,19,
CH,Hasel,P,14,
CH,Brunisberg,P,33,
CH,Gunten,P,25,
CH,Uetzikon,P,48,
CH,Chueeweid,P,12,
CH,Hinderwald,P,14,
CH,Rain,P,11,
CH,Hochgass,P,9,
CH,Seeweid,P,9,
CH,Langacher,P,29,
CH,Vorderwald,P,9,
CH,Breitacher,P,11,
CH,Buen,P,16,
CH,Lutikon,P,29,
CH,Luetzelsee,P,44,
CH,Rebrain,P,18,
CH,Ghei,P,81,
CH,Wisental,P,168,
CH,Blumenberg,P,123,
CH,Neuhus,P,6,
